,English words/sentences,French words/sentences
2828,i feel happy,yo estoy contento
2829,i feel tired,me siento cansado
2830,i felt alone,me sentia solo
2831,i felt woozy,me senti atontado
2832,i felt woozy,me sentia aturdido
2833,i found them,los encontre
2834,i found them,las encontre
2835,i framed tom,yo enmarque a tom
2836,i go to work,voy a trabajar
2837,i got carded,me pidieron mi identificacion
2838,i got carded,me pidieron identificarme
2839,i got carded,me pidieron la documentacion
2840,i got mugged,me atracaron
2841,i had doubts,yo tenia dudas
2842,i had to try,tenia que probar
2843,i hate liars,detesto a los mentirosos
2844,i hate opera,odio la opera
2845,i hate rules,odio las reglas
2846,i hate sushi,odio el sushi
2847,i have a car,tengo un coche
2848,i have a car,tengo un carro
2849,i have a cat,tengo un gato
2850,i have a dog,tengo un perro
2851,i have a key,tengo una llave
2852,i have a pen,tengo una pluma
2853,i have a pen,tengo un boligrafo
2854,i have money,tengo dinero
2855,i have to go,tengo que ir
2856,i have to go,debo ir
2857,i hear music,yo escucho musica
2858,i helped tom,ayude a tom
2859,i hugged her,la abrace
2860,i just moved,acabo de mudarme
2861,i keep a dog,tengo un perro
2862,i like china,me gusta china
2863,i like beans,me gustan los frijoles
2864,i like bread,me gusta el pan
2865,i like candy,me gustan los dulces
2866,i like chess,me gusta el ajedrez
2867,i like fruit,me gusta la fruta
2868,i like honey,me gusta la miel
2869,i like opera,me gusta la opera
2870,i like pizza,me gusta la pizza
2871,i like sushi,me gusta el sushi
2872,i like these,me gusta eso
2873,i like women,me gustan las mujeres
2874,i live alone,yo vivo solo
2875,i love books,me encantan los libros
2876,i love games,me encantan los juegos
2877,i love trips,me encantan los viajes
2878,i loved that,eso me gusto
2879,i loved that,eso me gustaba
2880,i loved that,a mi me gustaba eso
2881,i made a bet,hice una apuesta
2882,i made these,yo hice estos
2883,i made these,estos los hice yo
2884,i misled tom,yo engane a tom
2885,i missed you,te eche de menos
2886,i missed you,te extrane
2887,i need a cab,necesito un taxi
2888,i need a car,necesito un coche
2889,i need a car,necesito un auto
2890,i need a hug,necesito un abrazo
2891,i need a nap,necesito una siesta
2892,i need paint,necesito pintura
2893,i need paint,me falta pintura
2894,i need sleep,necesito dormir
2895,i need space,necesito espacio
2896,i need water,necesito agua
2897,i need water,yo necesito agua
2898,i needed you,te necesitaba
2899,i needed you,yo te necesite
2900,i often read,leo frecuentemente
2901,i phoned him,lo llame
2902,i read books,leo libros
2903,i see a book,veo un libro
2904,i see a lion,veo un leon
2905,i see a star,veo una estrella
2906,i shot a gun,dispare una pistola
2907,i speak fast,hablo rapido
2908,i sympathize,simpatizo
2909,i understand,lo entiendo
2910,i understand,entiendo
2911,i want a dog,quiero un perro
2912,i want a lot,quiero muchas cosas
2913,i want money,quiero dinero
2914,i want these,quiero estos
2915,i want to go,quiero ir
2916,i warned tom,he avisado a tom
2917,i was afraid,tenia miedo
2918,i was framed,fui enmarcado
2919,i was hungry,tenia hambre
2920,i was lonely,estaba solo
2921,i was lonely,yo me encontraba solo
2922,i was sleepy,tenia sueno
2923,i went twice,fui dos veces
2924,i wont lose,no voy a perder
2925,i wont lose,no perdere
2926,i wonder why,me pregunto por que
2927,i wrote that,yo escribi eso
2928,id buy that,yo compraria eso
2929,ill ask tom,le preguntare a tom
2930,ill ask him,se lo preguntare
2931,ill be back,volvere
2932,ill be fine,estare bien
2933,ill be free,voy a estar libre
2934,ill be free,sere libre
2935,ill buy one,voy a comprar uno
2936,ill do that,hare eso
2937,ill read it,lo voy a leer
2938,ill risk it,me arriesgare
2939,ill see tom,voy a ver a tom
2940,ill sue you,te demandare
2941,im toms ex,soy la ex de tom
2942,im a doctor,soy medico
2943,im a doctor,soy doctor
2944,im a doctor,soy medica
2945,im a farmer,soy un granjero
2946,im a surfer,soy surfista
2947,im a waiter,soy camarero
2948,im a writer,soy escritor
2949,im all ears,soy todo oidos
2950,im an actor,soy actor
2951,im an adult,soy adulta
2952,im an adult,soy adulto
2953,im an agent,soy agente
2954,im anorexic,soy anorexico
2955,im autistic,soy autista
2956,im barefoot,estoy descalzo
2957,im confused,estoy confuso
2958,im confused,estoy confusa
2959,im confused,estoy confundido
2960,im confused,estoy confundida
2961,im divorced,estoy divorciada
2962,im doubtful,estoy dubitativo
2963,im drowning,me estoy ahogando
2964,im educated,tengo formacion
2965,im famished,estoy muerto de hambre
2966,im free now,ahora estoy libre
2967,im free now,ahora soy libre
2968,im freezing,estoy congelado
2969,im freezing,estoy helado
2970,im freezing,me estoy helando
2971,im grateful,soy agradecida
2972,im grieving,estoy de luto
2973,im gullible,soy ingenuo
2974,im hesitant,estoy vacilante
2975,im hurt bad,estoy gravemente herido
2976,im in perth,estoy en perth
2977,im innocent,soy inocente
2978,im literate,soy culto
2979,im new here,soy nuevo aqui
2980,im no angel,no soy un angel
2981,im no rebel,yo no soy un rebelde
2982,im no rebel,yo no soy ningun rebelde
2983,im not bald,no soy calvo
2984,im not bald,no estoy calvo
2985,im not busy,no estoy ocupado
2986,im not deaf,no estoy sordo
2987,im not dumb,no soy estupido
2988,im not here,yo no estoy aqui
2989,im not lazy,no soy perezoso
2990,im not poor,no soy pobre
2991,im not rich,no soy rico
2992,im not sick,no estoy enferma
2993,im not sure,no estoy seguro
2994,im not tall,no soy alto
2995,im outraged,estoy indignado
2996,im painting,estoy pintando
2997,im pregnant,estoy embarazada
2998,im pregnant,estoy embarazado
2999,im prepared,estoy preparado
3000,im prepared,estoy preparada
3001,im rational,soy racional
3002,im relieved,me siento aliviado
3003,im restless,soy inquieto
3004,im restless,estoy desasosegado
3005,im restless,soy intranquilo
3006,im shopping,estoy comprando
3007,im sleeping,estoy durmiendo
3008,im so alone,estoy tan solo
3009,im so happy,soy tan feliz
3010,im so happy,estoy tan feliz
3011,im so sorry,lo siento tanto
3012,im so sorry,lo lamento tanto
3013,im so tired,estoy tan cansado
3014,im so tired,estoy tan cansada
3015,im so tired,estoy muy cansado
3016,im starving,me muero de hambre
3017,im starving,me estoy muriendo de hambre
3018,im still up,todavia estoy levantado
3019,im stubborn,soy terco
3020,im studying,estoy estudiando
3021,im the best,soy el mejor
3022,im thinking,estoy pensando
3023,im thinking,estoy meditando
3024,im thirteen,tengo trece anos
3025,im thorough,soy concienzudo
3026,im thrilled,estoy entusiasmado
3027,im tolerant,soy tolerante
3028,im very fat,estoy tan gordo
3029,im very fat,soy muy gordo
3030,im very fat,soy muy gorda
3031,im very fat,estoy muy gorda
3032,im very hot,estoy muy cachondo
3033,im very sad,estoy muy triste
3034,im very shy,soy muy timido
3035,im very shy,soy muy timida
3036,im with him,estoy con el
3037,im worn out,estoy exhausto
3038,im worn out,estoy reventado
3039,ive done ok,lo hice bien
3040,ive lost it,lo he perdido
3041,ive seen it,lo he visto
3042,ice is solid,el hielo es solido
3043,iron is hard,el hierro es duro
3044,is monday ok,esta bien el lunes
3045,is tom awake,esta tom despierto
3046,is tom crazy,tom esta loco
3047,is tom cured,esta tom curado
3048,is tom drunk,tom esta borracho
3049,is tom dying,se esta muriendo tom
3050,is tom happy,tom es feliz
3051,is tom lucid,tom es lucido
3052,is tom there,esta ahi tom
3053,is it a deer,eso es un ciervo
3054,is it a trap,acaso es una trampa
3055,is it a wolf,acaso es un lobo
3056,is it a wolf,es un lobo
3057,is it an elk,eso es un alce
3058,is it broken,esta roto
3059,is it enough,es suficiente
3060,is that love,eso es amor
3061,is that mine,es mio ese
3062,is that mine,es ese el mio
3063,is that true,es verdad
3064,is this fake,es esto falso
3065,is this love,esto es amor
3066,is this mine,es este el mio
3067,is this mine,es mio este
3068,is this nice,es esto bueno
3069,is this real,esto es real
3070,is this real,esto es autentico
3071,is this wine,esto es vino
3072,it has begun,ha empezado
3073,it has begun,empezo
3074,it has begun,comenzo
3075,it is a book,esto es un libro
3076,it isnt new,no es nuevo
3077,it looks fun,se ve divertido
3078,it may break,se puede romper
3079,it may break,puede que se rompa
3080,it was black,era negro
3081,it was gross,fue repugnante
3082,it was magic,fue magico
3083,it was night,era de noche
3084,it wasnt me,yo no fui
3085,it went well,salio bien
3086,it will burn,se quemara
3087,itll be fun,eso sera divertido
3088,itll be fun,sera divertido
3089,its a curse,es una maldicion
3090,its a trick,es una trampa
3091,its amazing,eso es increible
3092,its bedtime,es hora de irte a la cama
3093,its for tom,es para tom
3094,its for you,esto es para usted
3095,its morning,es por la manana
3096,its my book,es mi libro
3097,its my life,es mi vida
3098,its my turn,es mi turno
3099,its my turn,me toca
3100,its no joke,no es una broma
3101,its on fire,esta en llamas
3102,its our car,es nuestro carro
3103,its our job,es nuestro trabajo
3104,its perfect,esta perfecto
3105,its snowing,esta nevando
3106,its so easy,es tan facil
3107,its strange,es extrano
3108,its too big,es demasiado grande
3109,its too hot,hace demasiado calor
3110,its too hot,hace mucho calor
3111,its too hot,esta demasiado caliente
3112,its useless,es inutil
3113,its working,esta funcionando
3114,just ask tom,solo preguntale a tom
3115,just do that,tan solo hazlo
3116,just hang on,solo espera
3117,just hold on,solo espera
3118,just say yes,nomas di que si
3119,just say yes,di que si y ya
3120,keep dancing,segui bailando
3121,keep digging,segui cavando
3122,keep driving,sigue conduciendo
3123,keep looking,sigue mirando
3124,keep reading,siga leyendo
3125,keep reading,sigue leyendo
3126,keep running,segui corriendo
3127,keep running,sigue corriendo
3128,keep running,siga corriendo
3129,keep running,sigan corriendo
3130,keep singing,sigue cantando
3131,keep smiling,sigue sonriendo
3132,keep smiling,continua sonriendo
3133,keep smiling,sigan sonriendo
3134,keep smiling,continuad sonriendo
3135,keep talking,continua hablando
3136,keep talking,continua hablando
3137,keep talking,continue hablando
3138,keep walking,segui caminando
3139,keep writing,segui escribiendo
3140,let tom come,deja venir a tom
3141,let tom stay,deja que tom se quede
3142,let go of it,dejalo ir
3143,let go of me,sueltame
3144,let go of me,dejame ir
3145,let me do it,deja que lo haga
3146,let me leave,dejame salir
3147,let me leave,dejame irme
3148,let me speak,dejame hablar
3149,let me think,dejame pensar
3150,lets go eat,vamos a comer
3151,lets go eat,vamonos a comer
3152,lets go now,ahora vamonos
3153,lets go out,salgamos
3154,lets listen,escuchemos
3155,lets not go,no vayamos
3156,life goes on,la vida continua
3157,life is hard,la vida es dura
3158,lifes short,la vida es corta
3159,look at that,mira eso
3160,look at that,fijate en eso
3161,look at that,miralo
3162,look at that,mira eso
3163,look at this,mira esto
3164,look at this,fijate en esto
3165,look closely,mira atentamente
3166,look closely,mira de cerca
3167,look closely,mira detenidamente
3168,make a guess,adivina
3169,make it stop,haz que se detenga
3170,mary came in,entro mary
3171,mary giggled,mary solto una risita
3172,mary is tall,maria es alta
3173,meat please,carne por favor
3174,men are pigs,los hombres son cerdos
3175,move on tom,continua tom
3176,move on tom,prosigue tom
3177,move quietly,muevete sin hacer ruido
3178,my arm hurts,me duele el brazo
3179,my ears hurt,me duelen las orejas
3180,my feet hurt,me duelen los pies
3181,my hip hurts,me duele la cadera
3182,my jaw hurts,me duele la mandibula
3183,my leg hurts,me duele la pierna
3184,no one knows,nadie sabe
3185,no one moved,no se movio nadie
3186,no one moved,nadie se movio
3187,nobody asked,nadie pregunto
3188,nobody knows,nadie sabe
3189,now i get it,ahora lo entiendo
3190,now i get it,ahora lo cacho
3191,now leave us,ahora dejanos
3192,now lets go,ahora vamonos
3193,now sit down,ahora sentate
3194,now try this,ahora proba este
3195,oh i got it,ah entiendo
3196,oh i got it,oh lo obtuve
3197,open the box,abri la caja
3198,open the box,abra la caja
3199,our team won,nuestro equipo gano
3200,please hurry,por favor apurate
3201,please leave,por favor marchese
3202,please relax,por favor calmate
3203,please smile,sonrie
3204,please smile,sonreid
3205,point it out,senalalo
3206,pull it open,abrela
3207,pull it open,abrela del todo
3208,put it there,ponedlo alli
3209,put it there,ponlo alli
3210,put it there,ponganlo alli
3211,put it there,ponlo ahi
3212,recess ended,termino el descanso
3213,recess ended,se acabo el recreo
3214,run and hide,corre y escondete
3215,say it again,repitelo
3216,schools out,se acabo la escuela
3217,schools out,se terminaron las clases
3218,see you at,nos vemos a las
3219,see you soon,hasta luego
3220,see you soon,hasta pronto
3221,see you soon,te vere pronto
3222,see you then,hasta entonces
3223,shame on you,que verguenza
3224,shame on you,averguenzate
3225,she has wine,ella tiene vino
3226,she has wine,tiene vino
3227,she helps us,ella nos ayuda
3228,she is happy,ella es feliz
3229,she is quiet,ella es tranquila
3230,she is quiet,es tranquila
3231,she is quiet,esta tranquila
3232,she is wrong,ella esta equivocada
3233,she liked it,le gusto
3234,she loves us,ella nos quiere
3235,she may come,puede que venga
3236,she shot him,le disparo
3237,she stood up,ella se levanto
3238,she sued him,ella le demando
3239,she went out,ella salio
3240,shes pretty,es guapa
3241,shes stupid,no le llega agua al tanque
3242,shes stupid,es un salame
3243,show me that,muestrame eso
3244,sing with us,canta con nosotros
3245,someone came,ha venido alguien
3246,someone came,alguien llego
3247,speak louder,habla mas fuerte
3248,speak softly,habla en voz baja
